slug;name_en;name_ru
bodyweight-squat;Bodyweight Squat;Приседание
bodyweight-stability-ball-crunch;Bodyweight Stability Ball Crunch;На фитболе скручивание
bodyweight-stability-ball-hyperextension;Bodyweight Stability Ball Hyperextension;На фитболе гиперэкстензия
bodyweight-staggered-waiters-bow;Bodyweight Staggered Waiters Bow;Со смещённой стойкой поклон официанта
bodyweight-standing-hamstring-curl;Bodyweight Standing Hamstring Curl;Стоя сгибание ног на заднюю поверхность бедра
bodyweight-standing-hamstring-curl-isometric;Bodyweight Standing Hamstring Curl Isometric;Стоя сгибание ног на заднюю поверхность бедра изометрический
bodyweight-standing-inverted-row;Bodyweight Standing Inverted Row;Стоя инвертированная тяга
bodyweight-step-down;Bodyweight Step Down;Спуск с платформы
bodyweight-step-up-knee-drive;Bodyweight Step Up Knee Drive;Подъём на платформу с подъёмом колена
bodyweight-superman-pull;Bodyweight Superman Pull;Супермен тяга
bodyweight-swing-lunge;Bodyweight Swing Lunge;Выпад с махом
bodyweight-swingthrough-lunge;Bodyweight Swingthrough Lunge;Выпад с махом насквозь
bodyweight-thoracic-spine-rotation;Bodyweight Thoracic Spine Rotation;Вращение грудного отдела позвоночника
bodyweight-tricep-extension;Bodyweight Tricep Extension;Разгибание рук на трицепс
bodyweight-underhand-inverted-row;Bodyweight Underhand Inverted Row;Обратным хватом инвертированная тяга
bodyweight-waiters-bow;Bodyweight Waiters Bow;Поклон официанта
bosu-ball-burpee;Bosu Ball Burpee;Бёрпи на BOSU
bosu-ball-calf-raise;Bosu Ball Calf Raise;Подъём на носки на BOSU
bosu-ball-curl;Bosu Ball Curl;Сгибание рук на BOSU
bosu-ball-feet-elevated-glute-bridge;Bosu Ball Feet Elevated Glute Bridge;Стоп на возвышении ягодичный мост на BOSU
bosu-ball-forearm-plank;Bosu Ball Forearm Plank;Планка на предплечьях на BOSU
bosu-ball-forearm-sideplank;Bosu Ball Forearm Sideplank;Предплечья боковая планка на BOSU
bosu-ball-front-raise;Bosu Ball Front Raise;Подъём рук перед собой на BOSU
bosu-ball-half-burpee;Bosu Ball Half Burpee;На одном бёрпи на BOSU
bosu-ball-hand-plank;Bosu Ball Hand Plank;Планка на руках на BOSU
bosu-ball-hand-sideplank;Bosu Ball Hand Sideplank;На руках боковая планка на BOSU
bosu-ball-hand-sideplank-hip-abduction;Bosu Ball Hand Sideplank Hip Abduction;На руках боковая планка отведение бедра на BOSU
bosu-ball-hip-thrust;Bosu Ball Hip Thrust;Ягодичный мост с опорой плечами на BOSU
bosu-ball-lateral-lunge;Bosu Ball Lateral Lunge;Боковой выпад на BOSU
bosu-ball-offset-pushup;Bosu Ball Offset Pushup;Асимметричный отжимание на BOSU
bosu-ball-pike-pushup;Bosu Ball Pike Pushup;Пайк-отжимание на BOSU
bosu-ball-pike-shrug;Bosu Ball Pike Shrug;Пайк-шраги на BOSU
bosu-ball-plank-glute-kickback;Bosu Ball Plank Glute Kickback;Планка отведение ноги назад на ягодицы на BOSU
bosu-ball-pullover;Bosu Ball Pullover;Пуловер на BOSU
bosu-ball-pushup;Bosu Ball Pushup;Отжимание на BOSU
bosu-ball-reverse-lunge;Bosu Ball Reverse Lunge;Обратный выпад на BOSU
bosu-ball-row;Bosu Ball Row;Тяга на BOSU
bosu-ball-single-leg-elevated-glute-bridge;Bosu Ball Single Leg Elevated Glute Bridge;Одной ноги на возвышении ягодичный мост на BOSU
bosu-ball-single-leg-hip-thrust;Bosu Ball Single Leg Hip Thrust;Одной ноги ягодичный мост с опорой плечами на BOSU
bosu-ball-single-leg-squat;Bosu Ball Single Leg Squat;Одной ноги приседание на BOSU
bosu-ball-situp;Bosu Ball Situp;Подъём туловища на BOSU
bosu-ball-split-squat;Bosu Ball Split Squat;Сплит-присед на BOSU
bosu-ball-squat;Bosu Ball Squat;Приседание на BOSU
bosu-ball-superman;Bosu Ball Superman;Супермен на BOSU
bosu-ball-toe-tap;Bosu Ball Toe Tap;Касание носком на BOSU
bosu-ball-up-and-over;Bosu Ball Up And Over;Переход вверх и через BOSU
bosu-ball-walkover-pushup;Bosu Ball Walkover Pushup;Переход через отжимание на BOSU
bosu-ball-wood-chopper;Bosu Ball Wood Chopper;Дровосек на BOSU
bosu-serratus-activation-active-plank;Bosu Serratus Activation Active Plank;Передней зубчатой мышцы активация активный планка на BOSU
bosu-serratus-activation-plank;Bosu Serratus Activation Plank;Передней зубчатой мышцы активация планка на BOSU
bow-pose;Bow Pose;Поза лука
box-dips;Box Dips;Отжимания на брусьях на коробке
box-jump;Box Jump;Прыжок на коробке
box-supported-single-leg-deadlift;Box Supported Single Leg Deadlift;С опорой становая тяга на одной ноге на коробке
bulgarian-split-squat;Bulgarian Split Squat;Болгарский сплит-присед
burpee;Burpee;Бёрпи
butt-kick;Butt Kick;Захлёст голени
cable-30-degree-shrug;Cable 30 Degree Shrug;Шраги под углом 30 градусов на блоке
cable-archer-row;Cable Archer Row;Тяга лучника на блоке
cable-bar-calve-raise;Cable Bar Calve Raise;С прямой рукоятью икроножный подъём на блоке
cable-bar-curl;Cable Bar Curl;С прямой рукоятью сгибание рук на блоке
cable-bar-face-pull;Cable Bar Face Pull;С прямой рукоятью тяга к лицу на блоке
cable-bar-front-raise;Cable Bar Front Raise;С прямой рукоятью подъём рук перед собой на блоке
cable-bar-kneeling-crunch;Cable Bar Kneeling Crunch;С прямой рукоятью на коленях скручивание на блоке
cable-bar-pushdown;Cable Bar Pushdown;С прямой рукоятью разгибание рук вниз на блоке
cable-bar-reverse-grip-curl;Cable Bar Reverse Grip Curl;С прямой рукоятью обратный хват сгибание рук на блоке
cable-bar-reverse-grip-pushdown;Cable Bar Reverse Grip Pushdown;С прямой рукоятью обратный хват разгибание рук вниз на блоке
